# Topic pass over the deck, keyed by Anki note id (see import/lib/tagging.js).
# id	word	fields	situations
1708637440005	うち	family,home	
1708637440006	約束	speaking	
1708637440007	忘れる	feelings	
1708637440008	守る	actions	
1708637440009	変える	actions	
1708637440010	さっき	time	
1708637440011	今度	time	
1708637440012	これから	time	
1708637440013	止める	movement,actions	
1708637440014	止める	actions,grammar	
1708637440015	頼む	speaking	
1708637440016	許す	feelings,speaking	
1708637440017	嬉しい	feelings	
1708637440018	頑張る	feelings	
1708637440019	なるほど	speaking	greetings
1708637440020	つまり	grammar,speaking	
1708637440021	国	places	
1708637440022	優しい	feelings,describing	
1708637440023	嫌	feelings	
1708637440024	そんなに	amount,grammar	
1708637440025	今回	time	
1708637440026	夜	time	
1708637440027	買う	money	shopping
1708637440028	今まで	time	
1708637440029	奴	people	
1708637440030	あいつ	people	
1708637440031	もし	grammar	
1708637440032	理解	feelings	
1708637440033	夢	feelings	
1708637440034	俺	people	
1708637440035	難しい	describing	
1708637440036	今度	time	
1708637440037	おかしい	describing	
1708637440038	男の子	people	
1708637440039	女の子	people	
1708637440040	寝る	body,time	
1708637440041	伝える	speaking	
1708637440042	小さい	describing	
1708637440043	選ぶ	actions	
1708637440044	座る	body,movement	
1708637440045	簡単	describing	
1708637440046	お願い	speaking	greetings
1708637440047	進む	movement	
1708637440048	全く	grammar	
1708637440049	なぜ	grammar	
1708637440050	僕	people	
1708637440051	水	nature,food	
1708637440052	飲む	food	
1708637440053	暇	time	
1708637440054	時	time	
1708637440055	時	time,amount	
1708637440056	一	amount	
1708637440057	二	amount	
1708637440058	三	amount	
1708637440059	四	amount	
1708637440060	五	amount	
1708637440061	六	amount	
1708637440062	七	amount	
1708637440063	八	amount	
1708637440064	九	amount	
1708637440065	十	amount	
1708637440066	くん	people	greetings
1708637440067	すみません	speaking	greetings
1708637440068	やる	grammar	
1708637440069	顔	body	
1708637440070	今朝	time	
1708637440071	出る	movement	
1708637440072	そして	grammar	
1708637440073	まだ	time,grammar	
1708637440074	じゃ	grammar	
1708637440075	ため	grammar	
1708637440076	ご飯	food	restaurant
1708637440077	ところ	places,grammar	
1708637440078	少し	amount	
1708637440079	見える	senses	
1708637440080	違う	describing	
1708637440081	男	people	
1708637440082	ただ	money	
1708637440083	ただ	grammar	
1708637440084	人間	people	
1708637440085	作る	actions	
1708637440086	感じる	feelings	
1708637440087	上	places	
1708637440088	強い	describing	
1708637440089	出す	actions	
1708637440090	笑う	feelings	
1708637440091	毎月	time	
1708637440092	毎年	time	
1708637440093	多く	amount	
1708637440094	くらい	amount,grammar	
1708637440095	姉	family	
1708637440096	弟	family	
1708637440097	妹	family	
1708637440098	力	describing	
1708637440099	世界	places	
1708637440100	相手	people	
1708637440101	姿	describing	
1708637440102	死ぬ	health	
1708637440103	早い	time	
1708637440104	早い	describing,time	
1708637440105	頭	body	
1708637440106	戻る	movement	
1708637440107	ずっと	time,grammar	
1708637440108	どうして	grammar	
1708637440109	やっぱり	grammar	
1708637440110	つもり	feelings,grammar	
1708637440111	必要	describing	
1708637440112	終わる	time	
1708637440113	者	people	
1708637440114	後	time	
1708637440115	こちら	places,grammar	
1708637440116	向かう	movement	
1708637440117	きっと	grammar	
1708637440118	変わる	describing	
1708637440119	凄い	describing	
1708637440120	女	people	
1708637440121	ちゃんと	describing,grammar	
1708637440122	音	senses	
1708637440123	体	body	
1708637440124	掛ける	actions	
1708637440125	歩く	movement	
1708637440126	存在	ideas	
1708637440127	過ぎる	movement,time	
1708637440128	聞こえる	senses	
1708637440129	受ける	actions	
1708637440130	今年	time	
1708637440131	去年	time	
1708637440132	来年	time	
1708637440133	殺す	actions	
1708637440134	まさか	grammar	
1708637440135	絶対	grammar	
1708637440136	理由	ideas	
1708637440137	口	body	
1708637440138	外	places	
1708637440139	逃げる	movement	
1708637440140	誰か	people,grammar	
1708637440141	まるで	grammar	
1708637440142	他	grammar	
1708637440143	他	people,grammar	
1708637440144	問題	ideas,school	classroom
1708637440145	今後	time	
1708637440146	普通	describing	
1708637440147	心	feelings	
1708637440148	春	time,nature	
1708637440149	夏	time,nature	
1708637440150	秋	time,nature	
1708637440151	冬	time,nature	
1708637440152	以上	amount,grammar	
1708637440153	それで	grammar	
1708637440154	生きる	health	
1708637440155	最初	time	
1708637440156	最後	time	
1708637440157	日	time	
1708637440158	間	time,places	
1708637440159	間	time	
1708637440160	について	grammar	
1708637440161	左	places	
1708637440162	右	places	
1708637440163	感じ	feelings	
1708637440164	胸	body	
1708637440165	表情	feelings,body	
1708637440166	多い	amount	
1708637440167	初めて	time	
1708637440168	無理	describing	
1708637440169	欲しい	feelings	
1708637440170	ごめん	speaking	greetings
1708637440171	覚える	school,feelings	
1708637440172	別に	grammar	
1708637440173	思い出す	feelings	
1708637440174	入れる	actions	
1708637440175	開く	actions	
1708637440176	開く	actions	
1708637440177	残る	amount,grammar	
1708637440178	答える	speaking	classroom
1708637440179	怖い	feelings	
1708637440180	年	time,amount	
1708637440181	年	time	
1708637440182	取る	actions	
1708637440183	全て	amount	
1708637440184	助ける	actions,people	
1708637440185	状況	ideas	
1708637440186	確認	speaking	
1708637440187	消える	describing	
1708637440188	長い	describing	
1708637440189	驚く	feelings	
1708637440190	腕	body	
1708637440191	以外	grammar	
1708637440192	困る	feelings	
1708637440193	離れる	movement	
1708637440194	気	feelings	
1708637440195	書く	actions,speaking	
1708637440196	光	nature	
1708637440197	走る	movement	
1708637440198	戦う	actions	
1708637440199	余り	amount	
1708637440200	全部	amount	
1708637440201	瞬間	time	
1708637440202	説明	speaking	
1708637440203	決める	feelings	
1708637440204	女性	people	
1708637440205	頂く	actions,grammar	greetings
1708637440206	敵	people	
1708637440207	起きる	time,grammar	
1708637440208	起きる	body,time	
1708637440209	落ちる	movement	
1708637440210	足	body	
1708637440211	それに	grammar	
1708637440212	先に	time,grammar	
1708637440213	魔法	nature	
1708637440214	探す	senses,actions	
1708637440215	子供	family,people	
1708637440216	怒る	feelings	
1708637440217	笑顔	feelings,body	
1708637440218	先輩	people,school	classroom
1708637440219	続く	time,grammar	
1708637440220	こんなに	amount,grammar	
1708637440221	変	describing	
1708637440222	読む	senses,school	
1708637440223	当然	grammar	
1708637440224	情報	speaking	
1708637440225	見つける	senses	
1708637440226	少女	people	
1708637440227	大変	describing	
1708637440228	かなり	amount,grammar	
1708637440229	下	places	
1708637440230	下	grammar	
1708637440231	かかる	time,money,grammar	
1708637440232	掛かる	actions	
1708637440233	一度	amount,time	
1708637440234	完全	describing	
1708637440235	後ろ	places	
1708637440236	泣く	feelings,body	
1708637440237	状態	ideas	
1708637440238	関係	ideas	
1708637440239	向ける	movement,actions	
1708637440240	奥	places	
1708637440241	軽い	describing	
1708637440242	返す	actions	
1708637440243	現れる	movement	
1708637440244	痛い	health,body	doctor
1708637440245	どうやら	grammar	
1708637440246	点ける	actions,home	
1708637440247	付ける	actions	
1708637440248	一瞬	time	
1708637440249	隠す	actions	
1708637440250	準備	actions,ideas	
1708637440251	そろそろ	time,grammar	
1708637440252	落ち着く	feelings	
1708637440253	恥ずかしい	feelings	
1708637440254	場合	ideas,grammar	
1708637440255	しっかり	describing,grammar	
1708637440256	しっかり	describing	
1708637440257	髪	body	
1708637440258	元	time,grammar	
1708637440259	得る	actions	
1708637440260	すぐ	time	
1708637440261	来月	time	
1708637440262	昔	time	
1708637440263	近い	places,describing	
1708637440264	動き	movement	
1708637440265	見つめる	senses	
1708637440266	幸せ	feelings	
1708637440267	記憶	feelings,ideas	
1708637440268	反応	feelings	
1708637440269	私たち	people	
1708637440270	とにかく	grammar	
1708637440271	勝手	describing	
1708637440272	攻撃	actions	
1708637440273	開ける	actions	
1708637440274	黙る	speaking	
1708637440275	最近	time	
1708637440276	全員	people,amount	
1708637440277	せい	ideas	
1708637440278	深い	describing	
1708637440279	別	describing,grammar	
1708637440280	決まる	grammar	
1708637440281	しばらく	time	
1708637440282	行う	actions,grammar	
1708637440283	上がる	movement	
1708637440284	隣	places	
1708637440285	扉	home	
1708637440286	指	body	
1708637440287	結果	ideas	
1708637440288	与える	actions	
1708637440289	道	places	
1708637440290	乗る	movement	train
1708637440291	特に	grammar	
1708637440292	形	describing	
1708637440293	さあ	speaking	greetings
1708637440294	血	body	doctor
1708637440295	更に	grammar	
1708637440296	用意	actions,ideas	
1708637440297	負ける	actions	
1708637440298	神	nature	
1708637440299	実は	grammar	
1708637440300	服	home	shopping
1708637440301	不思議	describing	
1708637440302	意識	feelings	
1708637440303	一体	grammar	
1708637440304	とりあえず	grammar	
1708637440305	送る	actions	
1708637440306	では	grammar	
1708637440307	安心	feelings	
1708637440308	失う	actions	
1708637440309	行動	actions	
1708637440310	触れる	senses,actions	
1708637440311	そもそも	grammar	
1708637440312	少ない	amount	
1708637440313	結局	grammar	
1708637440314	空	nature	
1708637440315	済む	grammar	
1708637440316	任せる	actions	
1708637440317	赤い	describing	
1708637440318	大事	describing	
1708637440319	残す	actions	
1708637440320	止まる	movement	
1708637440321	朝	time	
1708637440322	命	health	
1708637440323	不安	feelings	
1708637440324	結構	speaking,describing	greetings
1708637440325	結構	amount,grammar	
1708637440326	新しい	describing	
1708637440327	程度	amount,grammar	
1708637440328	壁	home	
1708637440329	用	grammar	
1708637440330	背中	body	
1708637440331	気付く	feelings,senses	
1708637440332	いきなり	grammar	
1708637440333	渡す	actions	
1708637440334	喜ぶ	feelings	
1708637440335	可愛い	describing	
1708637440336	始まる	time	
1708637440337	色	describing	
1708637440338	認める	feelings,speaking	
1708637440339	急	time,grammar	
1708637440340	向こう	places,people	
1708637440341	求める	feelings	
1708637440342	肩	body	
1708637440343	仲間	people	
1708637440344	ようやく	time,grammar	
1708637440345	思わず	feelings,grammar	
1708637440346	ほとんど	amount,grammar	
1708637440347	突然	time,grammar	
1708637440348	自身	people,grammar	
1708637440349	再び	time,grammar	
1708637440350	静か	describing,senses	
1708637440351	飛ぶ	movement	
1708637440352	白い	describing	
1708637440353	届く	movement	
1708637440354	生む	family,health	
1708637440355	倒す	actions	
1708637440356	似る	describing	
1708637440357	空気	nature	
1708637440358	腰	body	
1708637440359	名	people,speaking	
1708637440360	危険	describing	
1708637440361	付く	actions,grammar	
1708637440362	つく	home,actions	
1708637440363	熱い	senses,describing	
1708637440364	ただいま	speaking	host family
1708637440365	頂きます	food,speaking	restaurant
1708637440366	慌てる	feelings	
1708637440367	周囲	places	
1708637440368	気分	feelings	
1708637440369	事実	ideas	
1708637440370	まず	grammar	
1708637440371	本気	feelings	
1708637440372	頷く	body,speaking	
1708637440373	通り	places	
1708637440374	想像	feelings,ideas	
1708637440375	店	places	shopping
1708637440376	何だか	grammar	
1708637440377	目的	ideas	
1708637440378	眠る	body,time	
1708637440379	確か	grammar	
1708637440380	十分	amount	
1708637440381	料理	food	restaurant
1708637440382	頃	time	
1708637440383	なかなか	amount,grammar	
1708637440384	正直	describing,feelings	
1708637440385	身	body	
1708637440386	いっぱい	amount	
1708637440387	美しい	describing	
1708637440388	甘い	food,senses	
1708637440389	むしろ	grammar	
1708637440390	首	body	
1708637440391	感情	feelings	
1708637440392	周り	places	
1708637440393	方法	ideas	
1708637440394	もう一度	time,amount	
1708637440395	遅い	time,describing	
1708637440396	会話	speaking	
1708637440397	合う	describing	
1708637440398	やって来る	movement	
1708637440399	森	nature	
1708637440400	動かす	movement,actions	
1708637440401	能力	describing	
1708637440402	震える	body,movement	
1708637440403	期待	feelings	
1708637440404	無事	describing	
1708637440405	起こす	actions,grammar	
1708637440406	起こす	body,actions	
1708637440407	耳	body	
1708637440408	生まれる	family,health	
1708637440409	移動	movement	
1708637440410	邪魔	describing	
1708637440411	遊ぶ	actions	
1708637440412	要る	grammar	
1708637440413	無くなる	amount,grammar	
1708637440414	唇	body	
1708637440415	着る	home,actions	shopping
1708637440416	色々	amount,grammar	
1708637440417	どうぞ	speaking	greetings
1708637440418	立ち上がる	movement,body	
1708637440419	思い	feelings	
1708637440420	以前	time	
1708637440421	もう少し	amount	
1708637440422	襲う	actions	
1708637440423	見つかる	senses	
1708637440424	急ぐ	movement,time	
1708637440425	せっかく	grammar	
1708637440426	降りる	movement	train
1708637440427	下りる	movement	
1708637440428	切る	actions	
1708637440429	事件	ideas	
1708637440430	返事	speaking	
1708637440431	酷い	describing	
1708637440432	重い	describing	
1708637440433	起こる	grammar	
1708637440434	逆	describing	
1708637440435	納得	feelings	
1708637440436	楽しむ	feelings	
1708637440437	叫ぶ	speaking	
1708637440438	集まる	movement,people	
1708637440439	構う	feelings	
1708637440440	王	people	
1708637440441	途中	places,time	
1708637440442	慣れる	feelings	
1708637440443	終わり	time	
1708637440444	一応	grammar	
1708637440445	引く	actions	
1708637440446	海	nature	
1708637440447	諦める	feelings	
1708637440448	必ず	grammar	
1708637440449	狙う	actions	
1708637440450	いくら	amount,money	shopping
1708637440451	落とす	actions	
1708637440452	部分	amount	
1708637440453	必死	feelings	
1708637440454	珍しい	describing	
1708637440455	意外	describing	
1708637440456	報告	speaking	
1708637440457	握る	body,actions	
1708637440458	結婚	family	
1708637440459	戦い	actions	
1708637440460	感謝	feelings	greetings
1708637440461	激しい	describing	
1708637440462	倒れる	movement,health	
1708637440463	既に	time,grammar	
1708637440464	疲れる	body,health	
1708637440465	生活	home	
1708637440466	場	places,grammar	
1708637440467	愛する	feelings	
1708637440468	冷たい	senses,describing	
1708637440469	捨てる	actions	
1708637440470	過ごす	time	
1708637440471	食事	food	restaurant
1708637440472	働く	work	
1708637440473	答え	speaking,school	
1708637440474	風	nature	
1708637440475	黒い	describing	
1708637440476	助かる	actions	
1708637440477	受け取る	actions	
1708637440478	足りる	amount	
1708637440479	判断	feelings,ideas	
1708637440480	未来	time	
1708637440481	食う	food	
1708637440482	分	amount	
1708637440483	そっち	places,grammar	
1708637440484	上手い	describing	
1708637440485	合わせる	actions	
1708637440486	大切	describing	
1708637440487	花	nature	
1708637440488	謝る	speaking	greetings
1708637440489	奪う	actions	
1708637440490	勢い	describing	
1708637440491	涙	body,feelings	
1708637440492	雰囲気	feelings,places	
1708637440493	嘘	speaking	
1708637440494	望む	feelings	
1708637440495	緊張	feelings	
1708637440496	一緒	grammar	
1708637440497	救う	actions	
1708637440498	自ら	people,grammar	
1708637440499	地面	nature	
1708637440500	失敗	ideas	
1708637440501	避ける	movement	
1708637440502	窓	home	
1708637440503	素直	describing	
1708637440504	肉	food	
1708637440505	冗談	speaking	
1708637440506	余裕	amount	
1708637440507	連絡	speaking	
1708637440508	人生	time	
1708637440509	放つ	actions	
1708637440510	流れる	movement	
1708637440511	特別	describing	
1708637440512	連中	people	
1708637440513	両手	body	
1708637440514	増える	amount	
1708637440515	出会う	people,movement	
1708637440516	少年	people	
1708637440517	繰り返す	actions	
1708637440518	我慢	feelings	
1708637440519	我々	people	
1708637440520	感覚	senses	
1708637440521	響く	senses	
1708637440522	何とか	grammar	
1708637440523	山	nature	
1708637440524	当たり前	grammar	
1708637440525	予定	time,ideas	
1708637440526	残念	feelings	
1708637440527	追う	movement	
1708637440528	綺麗	describing	
1708637440529	いらっしゃる	movement,grammar	greetings
1708637440530	若い	describing	
1708637440531	どうしても	grammar	
1708637440532	考え	feelings	
1708637440533	過去	time	
1708637440534	気配	senses	
1708637440535	本人	people	
1708637440536	現実	ideas	
1708637440537	決して	grammar	
1708637440538	いつか	time	
1708637440539	床	home	
1708637440540	横	places,describing	
1708637440541	休む	body,time	
1708637440542	振り返る	movement,feelings	
1708637440543	わざわざ	grammar	
1708637440544	質問	speaking,school	classroom
1708637440545	興味	feelings	
1708637440546	距離	amount,places	
1708637440547	内容	ideas	
1708637440548	つい	grammar	
1708637440549	回る	movement	
1708637440550	並ぶ	movement,people	konbini
1708637440551	終える	time	
1708637440552	態度	feelings,describing	
1708637440553	金	money	
1708637440554	今夜	time	
1708637440555	昨夜	time	
1708637440556	さすが	grammar	
1708637440557	自然	nature	
1708637440558	眺める	senses	
1708637440559	向く	movement	
1708637440560	相変わらず	time,grammar	
1708637440561	普段	time,describing	
1708637440562	どうも	grammar	greetings
1708637440563	運ぶ	movement,actions	
1708637440564	やっと	time,grammar	
1708637440565	弱い	describing	
1708637440566	どうせ	grammar	
1708637440567	離す	actions	
1708637440568	貴族	people	
1708637440569	広がる	movement,describing	
1708637440570	頬	body	
1708637440571	寂しい	feelings	
1708637440572	正しい	describing	
1708637440573	自由	describing,ideas	
1708637440574	全身	body	
1708637440575	武器	home	
1708637440576	それぞれ	grammar	
1708637440577	語る	speaking	
1708637440578	持ってくる	movement,actions	
1708637440579	息子	family	
1708637440580	娘	family	
1708637440581	一気に	grammar	
1708637440582	そっと	describing,grammar	
1708637440583	伝わる	speaking	
1708637440584	当たる	actions	
1708637440585	痛み	health,body	doctor
1708637440586	妙	describing	
1708637440587	影	nature	
1708637440588	死	health	
1708637440589	多分	grammar	
1708637440590	協力	work,people	
1708637440591	見上げる	senses,movement	
1708637440592	覚悟	feelings	
1708637440593	連れる	movement,people	
1708637440594	低い	describing	
1708637440595	木	nature	
1708637440596	面倒	describing,feelings	
1708637440597	闇	nature	
1708637440598	広い	describing	
1708637440599	告げる	speaking	
1708637440600	叩く	actions,body	
1708637440601	自信	feelings	
1708637440602	集める	actions	
1708637440603	振る	body,movement	
1708637440604	余計	amount,describing	
1708637440605	他に	grammar	
1708637440606	誘う	speaking,people	
1708637440607	付き合う	people	
1708637440608	村	places	
1708637440609	人物	people	
1708637440610	数	amount	
1708637440611	危ない	describing	
1708637440612	事情	ideas	
1708637440613	本当に	grammar	
1708637440614	噂	speaking	
1708637440615	断る	speaking	
1708637440616	どうか	grammar	
1708637440617	巨大	describing	
1708637440618	最高	describing	
1708637440619	お金	money	shopping
1708637440620	傷	health,body	doctor
1708637440621	怒り	feelings	
1708637440622	どうやって	grammar	
1708637440623	効果	ideas	
1708637440624	取り出す	actions	
1708637440625	黒	describing	
1708637440626	愛	feelings	
1708637440627	直接	grammar	
1708637440628	浮かぶ	movement	
1708637440629	抜ける	movement	
1708637440630	暗い	describing	
1708637440631	息	body	
1708637440632	駄目	describing	
1708637440633	点	amount,grammar	
1708637440634	参加	people,actions	
1708637440635	はっきり	describing,grammar	
1708637440636	描く	actions	
1708637440637	描く	speaking,actions	
1708637440638	無視	feelings	
1708637440639	生徒	school,people	classroom
1708637440640	詳しい	describing	
1708637440641	触る	senses	
1708637440642	これまで	time	
1708637440643	半分	amount	
1708637440644	耐える	feelings	
1708637440645	立場	ideas	
1708637440646	石	nature	
1708637440647	挨拶	speaking	greetings
1708637440648	相談	speaking	
1708637440649	受け入れる	feelings	
1708637440650	練習	school	
1708637440651	無駄	describing	
1708637440652	抱える	body,actions	
1708637440653	示す	speaking,actions	
1708637440654	成功	ideas	
1708637440655	抱く	body,actions	
1708637440656	味	food,senses	restaurant
1708637440657	男性	people	
1708637440658	否定	speaking	
1708637440659	致す	grammar	greetings
1708637440660	現在	time	
1708637440661	輝く	senses,describing	
1708637440662	熱	health	doctor
1708637440663	始め	time	
1708637440664	厳しい	describing	
1708637440665	匂い	senses	
1708637440666	席	home,places	restaurant
1708637440667	売る	money	shopping
1708637440668	暮らす	home	
1708637440669	利用	actions	
1708637440670	ふと	grammar	
1708637440671	経験	feelings	
1708637440672	変化	describing	
1708637440673	王子	people	
1708637440674	満足	feelings	
1708637440675	どんどん	grammar	
1708637440676	命令	speaking	
1708637440677	主	describing	
1708637440678	美味しい	food,describing	restaurant
1708637440679	手紙	speaking,home	
1708637440680	掴む	body,actions	
1708637440681	他人	people	
1708637440682	格好	describing	
1708637440683	光景	senses	
1708637440684	すっかり	amount,grammar	
1708637440685	どちら	grammar	
1708637440686	親	family	
1708637440687	時代	time	
1708637440688	作戦	ideas	
1708637440689	もしかしたら	grammar	
1708637440690	苦しい	feelings,health	
1708637440691	明るい	describing	
1708637440692	原因	ideas	
1708637440693	廊下	home,places	
1708637440694	そいつ	people	
1708637440695	先ほど	time	
1708637440696	大人	people	
1708637440697	人々	people	
1708637440698	撫でる	body,actions	
1708637440699	立てる	actions	
1708637440700	たまに	time	
1708637440701	押す	actions	konbini
1708637440702	平気	feelings	
1708637440703	悲しい	feelings	
1708637440704	隠れる	movement	
1708637440705	まだまだ	time,grammar	
1708637440706	皆さん	people	greetings
1708637440707	戻す	actions	
1708637440708	戦闘	actions	
1708637440709	火	nature	
1708637440710	炎	nature	
1708637440711	恐怖	feelings	
1708637440712	迷う	feelings,movement	
1708637440713	よろしい	describing	greetings
1708637440714	機会	time	
1708637440715	恐ろしい	describing	
1708637440716	借りる	money,actions	
1708637440717	外す	actions	
1708637440718	地	nature,places	
1708637440719	速い	describing	
1708637440720	短い	describing	
1708637440721	気に入る	feelings	
1708637440722	改めて	time,grammar	
1708637440723	うるさい	senses,describing	
1708637440724	当てる	actions	
1708637440725	包む	actions	konbini
1708637440726	位置	places	
1708637440727	打つ	actions	
1708637440728	目指す	feelings	
1708637440729	秘密	speaking	
1708637440730	屋敷	home	
1708637440731	限界	amount	
1708637440732	勝負	actions	
1708637440733	星	nature	
1708637440734	明らか	describing	
1708637440735	悩む	feelings	
1708637440736	集中	feelings	
1708637440737	間違う	describing	
1708637440738	裏	places	
1708637440739	薄い	describing	
1708637440740	願う	feelings	
1708637440741	回復	health	
1708637440742	流す	movement,actions	
1708637440743	じっと	movement,describing	
1708637440744	本物	describing	
1708637440745	正に	grammar	
1708637440746	取り戻す	actions	
1708637440747	何より	grammar	
1708637440748	身体	body	
1708637440749	方向	places	
1708637440750	通る	movement	
1708637440751	空間	places	
1708637440752	着く	movement	train
1708637440753	可能	describing	
1708637440754	新た	describing	
1708637440755	随分	amount,grammar	
1708637440756	尋ねる	speaking	
1708637440757	椅子	home	
1708637440758	城	places	
1708637440759	恐らく	grammar	
1708637440760	お茶	food	restaurant
1708637440761	雨	nature	
1708637440762	いやいや	feelings,grammar	
1708637440763	そのもの	grammar	
1708637440764	教室	school,places	classroom
1708637440765	馬鹿	people,describing	
1708637440766	遠慮	feelings	greetings
1708637440767	まずい	describing	
1708637440768	まずい	food,describing	restaurant
1708637440769	せめて	grammar	
1708637440770	迎える	movement,people	
1708637440771	少なくとも	amount,grammar	
1708637440772	魂	feelings	
1708637440773	消す	actions,home	
1708637440774	調子	health,describing	
1708637440775	お互い	people	
1708637440776	似合う	describing	shopping
1708637440777	猫	nature	
1708637440778	犬	nature	
1708637440779	お礼	speaking	greetings
1708637440780	後悔	feelings	
1708637440781	希望	feelings	
1708637440782	下がる	movement	
1708637440783	訪れる	movement,places	
1708637440784	褒める	speaking,feelings	
1708637440785	性格	feelings,describing	
1708637440786	写真	home	
1708637440787	薬	health	doctor
1708637440788	友人	people	
1708637440789	かつて	time	
1708637440790	確実	describing	
1708637440791	もはや	time,grammar	
1708637440792	去る	movement	
1708637440793	一部	amount	
1708637440794	遠く	places	
1708637440795	腹	body	
1708637440796	階段	home,places	
1708637440797	適当	describing	
1708637440798	舌	body	
1708637440799	予想	feelings	
1708637440800	興奮	feelings	
1708637440801	関わる	grammar	
1708637440802	白	describing	
1708637440803	進める	actions	
1708637440804	真剣	feelings,describing	
1708637440805	迫る	movement	
1708637440806	ほぼ	amount,grammar	
1708637440807	ちょうど	amount,grammar	
1708637440808	疑問	feelings,ideas	
1708637440809	指示	speaking	
1708637440810	揺れる	movement	train
